main_headline,classification
THREW NEGRO THROUGH WINDOW; Three Men Had Disliked His Praise of Jockey Turner.,5.0
THE ALLIES UNDER SIEGE?,7.0
Article 1 -- No Title,7.0
Front Page 8 -- No Title,7.0
To Sell Cauliflower for a Church.,7.0
Cycle Races at Hillsgrove.(2),7.0
CYCLISTS RIDE IN THE RAIN.(2); Participants in the Century Run of the Jefferson Wheelmen Made Uncomfortable by Yesterday's Storm.,5.0
Mother and Three Sons Drowned.(2),7.0
CYCLISTS RIDE IN THE RAIN.; Participants in the Century Run of the Jefferson Wheelmen Made Uncomfortable by Yesterday's Storm.,5.0
Drowned in Attempt to Save Friend.,7.0
"BLAMES THE MISSIONARIES.; Dr. Lowry, President of Methodist University of Peking, Says Outbreak Is Partly Due to Them.",5.0
HOUSE STRUCK; HORSE KILLED.; Lightning Injures a Person Indoors and Kills a Horse Tied Outside.,5.0
Japanese Warship Sent to Korea.(2),7.0
"CLASHES BETWEEN NEGROES AND WHITES; Incipient Race Riots Near Where John Brennan Was Shot. COLORED MEN ARE ATTACKED Attempt to ""Clean Out"" a Tenement -- The Leader of the Crowd Boasts of It -- Negroes Try to Rescue a Prisoner.",5.0
DOG CATCHING NO SINECURE.; Two Mount Vernon Officials Fiercely Assaulted by Irate Owners.,5.0
MANY MISSIONARIES SLAIN.(2); Thirty-seven Reported to Have Been Massacred at Tai-Yuen-Foo.,5.0
STILL NO WORD FROM CHAFFEE.,7.0
FATE OF IMPERIAL PALACE.,7.0
THE PRIMARY LAW'S TEST(2); Contestants' Last Blows on the Eve of Voting. Goodwinites Again Attack the Sheehans and Boyle Men the Keahonites -- Gruber-Austin War.,9.0
"BLAMES THE MISSIONARIES.(2); Dr. Lowry, President of Methodist University of Peking, Says Outbreak Is Partly Due to Them.",5.0
"THE RUMORED ALLIANCE.(2); No Confirmation of the Report that Russia, Germany, and Japan Have Declared War on China.",7.0
AMONG LOCAL OARSMEN.(2); Entry List for Labor Day Regatta on the Harlem River Closes To-day.,5.0
FARMER AND WIFE MURDERED.; Aged Illinois Couple Found Dead Saturday -- Their Home Robbed.,5.0
The Alabama's Quick Trip.,7.0
"OBSTRUCTIONS IN STREETS,",7.0
HANNA IN TENNESSEE FIGHT.(2); Says in a Letter He Will Sustain the Brownlow Faction.,5.0
"NEGRO PASTOR DEFIES POLICE TO ANSWER; Charges Them with Many Crimes in Race Troubles. DECLARES WAR THROUGH LAW Unless the Guilty Men Are Removed, He Predicts Another Big Outbreak and Loss of Confidence.",5.0
"YESTERDAY'S BASEBALL GAMES; Cincinnati and Pittsburg Play a Close Game, Which Was Won by the Former.",5.0
To Identify Each Other by Hat and Pins,7.0
Front Page 7 -- No Title,7.0
HOUSE STRUCK; HORSE KILLED.(2); Lightning Injures a Person Indoors and Kills a Horse Tied Outside.,5.0
Article 2 -- No Title,7.0
"CLASHES BETWEEN NEGROES AND WHITES(2); Incipient Race Riots Near Where John Brennan Was Shot. COLORED MEN ARE ATTACKED Attempt to ""Clean Out"" a Tenement -- The Leader of the Crowd Boasts of It -- Negroes Try to Rescue a Prisoner.",5.0
"NEIGHBOR A WOULD-BE BURGLAR.; Schultz Shot Miller, but Failed to Enter a Complaint.",5.0
COMMERCE IN THE UNIVERSITY.,7.0
"RUSSIAN PRINCE LAYS BLAME ON GERMANY(2); Holds It Responsible for Much of the Trouble in China. ITS OBJECT, TO WEAKEN RUSSIA The Emperor, He Says, Has Much to Gain and Nothing to Lose in the Far East -- He Doubts the Declaration of War.",4.0
Article 3 -- No Title,7.0
A Free Coinage Lesson.,7.0
"SAYS BRYAN IS THE FATHER OF IMPERIALISM; Ex-Minister Denby Charges He Created the ""Bogy"" to Fight It. HE COMES OUT FOR McKINLEY Bryan Responsible for Peace Treaty -- No ""Paramount Issue"" If Tagalos Quit Fighting.",5.0
Front Page 5 -- No Title,7.0
JUNIORS' POLO TOURNAMENT.; Competitions for Boys to Open at the Rockaway Club's Grounds in September.,5.0
"WOMAN MURDERS A WOMAN.(2); Victim Attacked from Ambush and Beaten, Then Shot.",5.0
BOXER ATTACK EXPECTED.,7.0
Man and Wife Killed by Lightning.(2),7.0
Champion Gymnasts Crowned.,7.0
"PASTOR'S COMPOSITE SERMON.(2); Mr. Broughton Talks on Race Riots, Coney Island Vices, and Other Subjects.",5.0
Two Boys Burn a Barn.(2),7.0
"FAST SPEEDWAY BRUSHES(2); Hot on the Driving Course, but the Sport Was Lively. CURLEW WON FROM OSCAR T.N.B., Jack, and Anheuser in an Encounter in Which T.N.B. Finishes in the Lead.",5.0
SEASON'S CRICKET RECORDS.; Knickerbocker A.C. Team Winners of the Metropolitan League Series.,5.0
THE PRIMARY LAW'S TEST; Contestants' Last Blows on the Eve of Voting. Goodwinites Again Attack the Sheehans and Boyle Men the Keahonites -- Gruber-Austin War.,5.0
STILL NO WORD FROM CHAFFEE.(2),7.0
DOESN'T BELIEVE IN EQUALITY.,7.0
FAMINE IN TIEN-TSIN FEARED.,7.0
"MR. PLATT FLOUTS GOLER; Says He Insulted Croker and Will Not Be Nominated. Gov. Roosevelt, the Senator Intimates, Will Place Odell in Nomination at the Convention.",5.0
"SAYS BRYAN IS THE FATHER OF IMPERIALISM(2); Ex-Minister Denby Charges He Created the ""Bogy"" to Fight It. HE COMES OUT FOR McKINLEY Bryan Responsible for Peace Treaty -- No ""Paramount Issue"" If Tagalos Quit Fighting.",5.0
TRUCE REFUSED BY RUSSIANS.(2),7.0
More Japanese Landed at Amoy.(2),7.0
Newport's Automobile Races.(2),7.0
HANNA IN TENNESSEE FIGHT.; Says in a Letter He Will Sustain the Brownlow Faction.,5.0
NEWPORT'S GOLF ENTRIES.,7.0
WON'T TELL WHO SHOT HIM.; Paterson Lightweight Boxer May Die from Accidental Discharge of a Revolver.,5.0
MISSIONARIES' TEACHINGS.,7.0
THE WEEK'S GOLF EVENTS.(2); Shinnecock's Links Will Be Occupied by Expert Women -- Newport's Annual Invitation.,5.0
To Identify Each Other by Hat and Pins(2),7.0
TRUCE REFUSED BY RUSSIANS.,7.0
AMERICAN COAL FOR EXPORT.,9.0
"WOMAN'S SUICIDE AT SEA.(2); Jumps Into the Ocean While on the Way to Portland, Me.",5.0
Front Page 2 -- No Title,7.0
GEN. SICKLES'S SHIRTWAISTS.; Has a Choice Assortment in Lace and Net Work that Embarasses Him Greatly.,5.0
"NEGRO PASTOR DEFIES POLICE TO ANSWER(2); Charges Them with Many Crimes in Race Troubles. DECLARES WAR THROUGH LAW Unless the Guilty Men Are Removed, He Predicts Another Big Outbreak and Loss of Confidence.",5.0
RUSSIA'S ROLE IN THE DRAMA.,4.0
Col. De Barlatkin Ordered to China.,7.0
"ROBBER, LEFT A THUMB PRINT.(2); Principal Clue to Theft of $20,000 from Express Company.",5.0
MICHENER ON INDIANA VOTE.(2); Expects McKinley to Carry State by a Reduced Plurality.,5.0
DANGER FROM NEW SOCIETY.,7.0
CAMILLE DARVIILE MARRIED.(2),7.0
ROUMANIAN EMIGRANTS.(2); United States Official Inquiring Into Condition of Those Coming Here.,5.0
THE VIEWS OF A BOSS.(2),1.0
"CANADIAN CRICKETERS WON.; They Made 129 Runs, While the Visitors Were Retired for 59.",5.0
"TWINS DIE AT THE SAME TIME.(2); A Strangre Pair, Inseparable in Life and in Death.",5.0
Front Page 3 -- No Title,7.0
Newport's Golf Tournament.(2),1.0
"HIGHWAYMEN IN DENVER.(2); Man and Woman Robbed of $7,000 and Badly Beaten.",5.0
RAILWAY NEGLIGENCE AND WORSE.,6.0
MEADOW BROOK CLUBMAN HURT.(2); Ernest Hayes Thrown from Vehicle While Driving at Hempatead.,5.0
Rome Players Go to Cleveland.,1.0
Rome Players Go to Cleveland.(2),3.0
Front Page 1 -- No Title,7.0
Front Page 5 -- No Title,7.0
"TOWNE AFTER ROOSEVELT; Says St. Paul Speech Shows Compound of Scold and Scullion. AN INCORRIGIBLE ECCENTRIC Mounted on a Hobby, He Adds, the Governor Rides Roughly at Grave Questions of Economics.",5.0
FELL INTO A PADDLE WHEEL.; Workman Pounded Nearly to Death Before He Was Rescued.,5.0
Shower of Banknotes in Chicago.(2),7.0
Sound Beach Yacht Captain Drowned.,7.0
POLITICS IN POST OFFICE.; Postmaster General Issues Order Regarding Assessments.,5.0
UNITED STATES AND CUBA.; Senor Lanuza Says He Cannot Approve of the Immediate Accession of Absolute Independence.,5.0
SHAH'S THRONE IN PERIL.; Serious Uprising in Favor of the Ruler's Brother Reported to Have Broken Out.,9.0
SHAH'S THRONE IN PERIL.(2); Serious Uprising in Favor of the Ruler's Brother Reported to Have Broken Out.,9.0
WORD AT LAST FROM CHAFFEE.(2); But He Only Sends a Belated Report of the Engagement on Aug. 19 at Tien-Tsin.,5.0
MR. BRYAN'S MOTIVES.,1.0
RAILWAY NEGLIGENCE AND WORSE.(2),1.0
CAMILLE DARVIILE MARRIED.,7.0
YESTERDAY'S BASEBALL GAMES; Brooklyn Easily Won an Eight-Inning Contest from the New Yorks.,5.0
FRENCH GENERAL'S REPORT.,7.0
DISPATCH FROM MR. CONGER.; Shows Allies Are Acting in Harmony -- Members of Tsung-li-Yamen May Negotiate with Them.,5.0
"THE PRIMARY ELECTIONS; Contests on the Republican Side in Manhattan. FIGHTS AMONG THE DEMOCRATS To-day Will Decide Gruber-Austin, March-Wagner, Sheehan-Goodwin, and Boyle-Keahon Conflicts.",5.0
Letter Carriers Wear Shirtwaists.(2),7.0
CONGER THANKS MR. McKINLEY,7.0
THE VALUE OF PRINTED PRAISE.(2),1.0
LOSSES BY FIRE.(2),7.0
Tennis at Bar Harbor.,1.0
Congressman Rhea Renominated.(2),7.0
"CANADIAN CRICKETERS WON.(2); They Made 129 Runs, While the Visitors Were Retired for 59.",5.0
ABNER McKINLEY ON HANNA.; Says that the President Does Not Allow Any One to Boss Him.,5.0
Movements of Naval Vessels.,1.0
YESTERDAY'S BASEBALL GAMES(2); Brooklyn Easily Won an Eight-Inning Contest from the New Yorks.,5.0
Prominent Yachts at Newport.,1.0
ATTACKED BY DETECTIVE; Many Witness Strange Arrest at Police Headquarters. Unresisting Man Knocked Down Twice and Kicked in the Face by Central Office Attache.,5.0
PLAN TO COLLECT INDEMNITIES.(2),7.0
Front Page 4 -- No Title,7.0
Found Dead; Probably Murdered.(2),7.0
Front Page 2 -- No Title,7.0
GUNBOAT ORDERED TO AMOY.,7.0
ALARM OF REPUBLICANS(2); Senator Hanna Still Fears Prevailing Party Apathy. Other Prominent Leaders at Headquarters Entertain the Same Dread -- Some Cheering Notes.,5.0
Bonding Proposition Defeated.,7.0
"BOYS CHARGED WITH BURGLARY.(2); Yonkers Youth, However, Says He Is at Fault, and Clears His Companions.",5.0
ESSING A RAILROAD CONTRACTOR.(2),7.0
Bonding Proposition Defeated.(2),7.0
"PHILADELPHIA'S $600,000.; Active Measures Taken to Raise Republican Campaign Fund.",5.0
POPULISTS NAME STEVENSON.; National Committee Places Him on the Ticket with Bryan.,5.0
"ATTITUDE OF MR. COLER; Controller Will Make No Conciliatory Call on Croker. Ex-Senator Murphy Calls Mr. Coler a ""Fraud"" -- The Tammany Leader on Reformers.",5.0
KAISER WILHELM'S SERMON; Thousands of Copies Distributed Among German Forces. ASKS PRAYERS FOR TROOPS Says the Command of God Has Come in These Days to Fight the Heathen Hosts in China.,5.0
LOSSES BY FIRE.,7.0
GOLFERS AT SHINNECOCK; Aspirants for Women Championship Honors Practice on Links. PLAY STARTS THIS MORNING The Course in Excellent Shape -- Mrs. Manice's Reported Low Score Equals Record Made by Miss Hoyt.,5.0
JANITOR SHOT BY BURGLAR; Thief Escapes After Seriously Wounding Horton Bryant. THE MAN WAS HIS ASSISTANT Bryant Was Showing Detective Over Apartments When They Came Upon the Culprit.,5.0
POLITICS IN POST OFFICE.(2); Postmaster General Issues Order Regarding Assessments.,5.0
BURGLAR ATTEMPTS SUICIDE.; John Hammond Takes Morphine in the White Plains Jail.,5.0
"ATTITUDE OF MR. COLER(2); Controller Will Make No Conciliatory Call on Croker. Ex-Senator Murphy Calls Mr. Coler a ""Fraud"" -- The Tammany Leader on Reformers.",10.0
MR. CARNEGIE'S POSITION.; Report that He Will Stump for Bryan Leads to Newspaper Controversy.,9.0
"TOWNE AFTER ROOSEVELT(2); Says St. Paul Speech Shows Compound of Scold and Scullion. AN INCORRIGIBLE ECCENTRIC Mounted on a Hobby, He Adds, the Governor Rides Roughly at Grave Questions of Economics.",5.0
THE POWERS NON-COMMITTAL.; For the First Time They Fail to Follow the Lead of This Country -- Puzzled at Its Attitude.,5.0
VANDERBILT COACHING TRIP.; Party Returns from Boston to Newport After Successful Run.,5.0
Letter Carriers Wear Shirtwaists.,7.0
THE BRITISH ARMY SCANDAL.(2); Chamberlain's Sister-in-Law Says Army Doctors Are a Low Class of Men.,5.0
Kaiser's Good Wishes to Russia.(2),7.0
Pingree Will Not Go with Roosevelt.(2),1.0
HYDROPHOBIA VICTIM DEAD; Young Edward Peterson Suffered Dreadful Agony. Incubation Period of Seventeen Days Deemed Remarkable -- Boy's Mother Ill and Father Out of Work.,5.0
CHOLERA KILLING THOUSANDS.; Present Outbreak in India the Worst Ever Known -- People Dying Like Flies.,5.0
Article 2 -- No Title,7.0
Brooklyn Sailor Drowned at Newport.(2),7.0
Found Dead; Probably Murdered.,7.0
TOPICS OF THE TIMES.,9.0
"HIGHWAYMEN IN DENVER.; Man and Woman Robbed of $7,000 and Badly Beaten.",5.0
Aliens at Chen-ting-Foo in Danger.,7.0
LIGHT HARNESS RACING.(2); Fast Times Were Made in the Grand Circuit Meeting Events.,5.0
"BOYS CHARGED WITH BURGLARY.; Yonkers Youth, However, Says He Is at Fault, and Clears His Companions.",5.0
KING LIEF CANTERED IN; Western Colt Led All the Way in the Maiden Stakes. VULCAIN'S FLYING HANDICAP Head Finishes for Three Races Made Interesting Sport at Sheepshead Bay.,5.0
Front Page 6 -- No Title,7.0
Co-operative Rubber Factory.(2),1.0
LIGHT HARNESS RACING.; Fast Times Were Made in the Grand Circuit Meeting Events.,5.0
"TWINS DIE AT THE SAME TIME.; A Strangre Pair, Inseparable in Life and in Death.",5.0
WAR OVER BALTIMORE OFFICIAL(2); Public Opposition to Election of School Superintendent.,5.0
POPULISTS NAME STEVENSON.(2); National Committee Places Him on the Ticket with Bryan.,5.0
Article 1 -- No Title,7.0
Necessity for Passports Abroad.,1.0
Yacht News of City Island.,1.0
TOPICS OF THE TIMES.(2),4.0
Missionaries Not Allowed to Return.,7.0
Shower of Banknotes in Chicago.,7.0
"COINAGE IN PORTO RICO.(2); $3,000,000 in American Money in Circulation in the Island.",5.0
Kaiser's Good Wishes to Russia.,7.0
Movements of Naval Vessels.(2),1.0
WAR OVER BALTIMORE OFFICIAL; Public Opposition to Election of School Superintendent.,5.0
THE BRITISH ARMY SCANDAL.; Chamberlain's Sister-in-Law Says Army Doctors Are a Low Class of Men.,5.0
"BURGLAR LOST TWO BUTTONS.(2); Turned Over to the Police, They Lead to Capture Next Day.",5.0
RECTOR BARS HATLESS WOMEN.(2); Buffalo Clergyman Forbids Them to Enter His Church Uncovered.,5.0
ROUMANIAN EMIGRANTS.; United States Official Inquiring Into Condition of Those Coming Here.,5.0
MOLINEUX'S GRANDFATHER DEAD.; Was a Firm Believer in the Innocence of His Grandson.,5.0
GOLFERS AT SHINNECOCK(2); Aspirants for Women Championship Honors Practice on Links. PLAY STARTS THIS MORNING The Course in Excellent Shape -- Mrs. Manice's Reported Low Score Equals Record Made by Miss Hoyt.,9.0
MR. COLER IS INDORSED(2); Bedford Democratic Club Demands His Nomination for Governor. Denominated as the Tilden of 1900 -- Prominent Members of the Organization Not Present.,5.0
KING LIEF CANTERED IN(2); Western Colt Led All the Way in the Maiden Stakes. VULCAIN'S FLYING HANDICAP Head Finishes for Three Races Made Interesting Sport at Sheepshead Bay.,5.0
EQUALITY AND NATURAL RIGHTS.,1.0
MR. COLER IS INDORSED; Bedford Democratic Club Demands His Nomination for Governor. Denominated as the Tilden of 1900 -- Prominent Members of the Organization Not Present.,5.0
Newport's Golf Tournament.,1.0
CHRISTIAN SCIENCE AGAIN.; Philadelphia Coroner Investigating the Death of Giles J. Burgess.,5.0
ABNER McKINLEY ON HANNA.(2); Says that the President Does Not Allow Any One to Boss Him.,5.0
"ROBBER, LEFT A THUMB PRINT.; Principal Clue to Theft of $20,000 from Express Company.",5.0
Brooklyn Sailor Drowned at Newport.,7.0
"THE PRIMARY ELECTIONS(2); Contests on the Republican Side in Manhattan. FIGHTS AMONG THE DEMOCRATS To-day Will Decide Gruber-Austin, March-Wagner, Sheehan-Goodwin, and Boyle-Keahon Conflicts.",4.0
CHRISTIAN SCIENCE AGAIN.(2); Philadelphia Coroner Investigating the Death of Giles J. Burgess.,5.0
ESSING A RAILROAD CONTRACTOR.,7.0
FELL INTO A PADDLE WHEEL.(2); Workman Pounded Nearly to Death Before He Was Rescued.,5.0
"Baltimore's Census, 508,957.",7.0
PLAN TO COLLECT INDEMNITIES.,7.0
"Denver Shows Increase of 27,146.",7.0
HYDROPHOBIA VICTIM DEAD(2); Young Edward Peterson Suffered Dreadful Agony. Incubation Period of Seventeen Days Deemed Remarkable -- Boy's Mother Ill and Father Out of Work.,9.0
Pingree Will Not Go with Roosevelt.,1.0
"COINAGE IN PORTO RICO.; $3,000,000 in American Money in Circulation in the Island.",5.0
"WANTS A NEW PARTY.; The Yale Review, in Leading Editorial, Points Out the Need and Advantage of One.",5.0
RECTOR BARS HATLESS WOMEN.; Buffalo Clergyman Forbids Them to Enter His Church Uncovered.,5.0
THE VALUE OF PRINTED PRAISE.,6.0
ATTACKED BY DETECTIVE(2); Many Witness Strange Arrest at Police Headquarters. Unresisting Man Knocked Down Twice and Kicked in the Face by Central Office Attache.,5.0
Old Trapeze Performer Drowned.,7.0
Niagara's Tennis Tournament.,1.0
NORTHWESTERN TRAIN ROBBERY.; Banker Batch Recovers Sufficiently to Tell of Mysterious Assault.,5.0
ALARM OF REPUBLICANS; Senator Hanna Still Fears Prevailing Party Apathy. Other Prominent Leaders at Headquarters Entertain the Same Dread -- Some Cheering Notes.,5.0
TO TEST ROOSEVELT'S SKILL.(2); Cowboys Want a Demonstration of His Prowess with the Rope.,5.0
"ALLIES DRIVEN FROM PEKING?; Rumored that Russian Government Has Bad News. LOSSES SAID TO BE 1,800 Chinese Bombarding Foreigners with Terrible Effect. Another Dispatch Announced that 9,000, Chinese Were Advancing on the Capital from Shan-Tung.",5.0
"BURGLAR LOST TWO BUTTONS.; Turned Over to the Police, They Lead to Capture Next Day.",5.0
STRIDIRON'S CHICAGO RECORD.; His Family Can Give No Reason to Essing's Act.,5.0
BRYAN NOT TO GO TO CHICAGO.; Will Remain Away Because of the President's Absence.,5.0
NORTHWESTERN TRAIN ROBBERY.(2); Banker Batch Recovers Sufficiently to Tell of Mysterious Assault.,9.0
"TRAGEDY IN THE VENDOME(2); A Chicago Railroad Contractor Shoots a Lumber Salesman. TURNS REVOLVER ON HIMSELF H.H. Stridiron Is Badly Wounded, and His Would-Be Murderer, John Essing, Is Dead.",5.0
Co-operative Rubber Factory.,1.0
MR. BRYAN'S MOTIVES.(2),1.0
VANDERBILT COACHING TRIP.(2); Party Returns from Boston to Newport After Successful Run.,5.0
WORD AT LAST FROM CHAFFEE.; But He Only Sends a Belated Report of the Engagement on Aug. 19 at Tien-Tsin.,5.0
Article 4 -- No Title,1.0
Old Trapeze Performer Drowned.(2),7.0
TO TEST ROOSEVELT'S SKILL.; Cowboys Want a Demonstration of His Prowess with the Rope.,5.0
Yacht Protest Still Undecided.,1.0
LI WANTS TUAN ARRESTED.; Wires Suggestions to Empress Dowager Looking to Opening of Peace Negotiations.,5.0
Congressman Rhea Renominated.,7.0
"ALLIES DRIVEN FROM PEKING?(2); Rumored that Russian Government Has Bad News. LOSSES SAID TO BE 1,800 Chinese Bombarding Foreigners with Terrible Effect. Another Dispatch Announced that 9,000, Chinese Were Advancing on the Capital from Shan-Tung.",5.0
MICHENER ON INDIANA VOTE.; Expects McKinley to Carry State by a Reduced Plurality.,5.0
STRIDIRON'S CHICAGO RECORD.(2); His Family Can Give No Reason to Essing's Act.,5.0
Article 3 -- No Title,1.0
MEADOW BROOK CLUBMAN HURT.; Ernest Hayes Thrown from Vehicle While Driving at Hempatead.,5.0
"TRAGEDY IN THE VENDOME; A Chicago Railroad Contractor Shoots a Lumber Salesman. TURNS REVOLVER ON HIMSELF H.H. Stridiron Is Badly Wounded, and His Would-Be Murderer, John Essing, Is Dead.",5.0
UNITED STATES AND CUBA.(2); Senor Lanuza Says He Cannot Approve of the Immediate Accession of Absolute Independence.,5.0
JANITOR SHOT BY BURGLAR(2); Thief Escapes After Seriously Wounding Horton Bryant. THE MAN WAS HIS ASSISTANT Bryant Was Showing Detective Over Apartments When They Came Upon the Culprit.,5.0
Col. De Barlatkin Ordered to China.(2),7.0
THE VIEWS OF A BOSS.,1.0
CHOLERA KILLING THOUSANDS.(2); Present Outbreak in India the Worst Ever Known -- People Dying Like Flies.,5.0
Necessity for Passports Abroad.(2),1.0
WHAT RUSSIA WANTS.,7.0
BURGLAR ATTEMPTS SUICIDE.(2); John Hammond Takes Morphine in the White Plains Jail.,5.0
KAISER WILHELM'S SERMON(2); Thousands of Copies Distributed Among German Forces. ASKS PRAYERS FOR TROOPS Says the Command of God Has Come in These Days to Fight the Heathen Hosts in China.,2.0
WHAT RUSSIA WANTS.(2),7.0
RUMOR OF ALLIES' DEFEAT.,7.0
THE POWERS NON-COMMITTAL.(2); For the First Time They Fail to Follow the Lead of This Country -- Puzzled at Its Attitude.,5.0
"LYNCHING IN NORTH CAROLINA.; Land Owner Fires at Negro, Negro Kills Land Owner, and Mob Kills Negro.",9.0
TRIAL OF THE ALABAMA; New Battleship Makes Seventeen Knots for Four Hours. THE BEST OF RECENT RECORDS Under Better Conditions the New Warship May Be Fastest of Line of Battle Craft.,5.0
DEMOCRATS MORE AGGRESSIVE; A Hard Fight to be Made in Some Eastern States -- Hanna to Remain Here.,1.0
LIVELY SPEEDWAY SPORT.; One Quartet of Trotters and Pacers in Some Fast Brushes.,9.0
British Minister to Mexico.,1.0
"BOSTON'S POPULATION, 560,892.",1.0
Leverson and His Accomplices.,1.0
Article 10 -- No Title,1.0
"San Francisco's Increase, 43,785.",1.0
NAMES OF NEW WARSHIPS.; Much Rivalry Among States as to Monitor No. 8 and Crulsers.,9.0
"Young People, Take Warning.",1.0
Front Page 1 -- No Title,7.0
EFFECT ON SOFT COAL OUTPUT.; Miners in Bituminous Fields May Aid Anthracite Men's Strike.,9.0
THE WAR ON STANDARD OIL; Nebraska's Attorney General Here Taking Testimony. George Rice Asserts that a Trust Has Been in Existence Since 1882 -- Foreigners Get Reduced Rates.,3.0
"G.A.R. PARADE IN CHICAGO; 30,000 Veterans in Line of March Four Miles Long. One Drops Dead -- Weather Conditions Very Favorable -- Some Picturesque Features.",9.0
ON SHINNECOCK'S LINKS; Women Golfers in Qualifying Round for Championship. MISS HOYT'S LOW SCORE Miss Griscom of Philadelphia Also Finished Under 100 -- Fifty-eight Competitors Play Out the Round.,9.0
Incorporated in Delaware.,1.0
Article 7 -- No Title,7.0
GERMANY TO HAVE A PANTHEON.; Temple for the Country's Great Dead to be Erected.,9.0
CALIFORNIA'S FOREST FIRES.,7.0
STATE CONVENTION DELEGATES; Hill Men Bolt and Elect Contesting Delegations at Johnstown and Moravia.,9.0
HOW THE DEMOCRATS VOTED AT PRIMARIES; Sheehan Beaten in His Fight Against Croker in the Ninth. COFFEY LOSES IN BROOKLYN Men Who Declared for Coler Defeated -- His Nomination Dependent Upon McLaughlin's Support. HOW THE DEMOCRATS VOTED AT PRIMARIES,4.0
"Brass Trust Buys $2,000,000 Plant.",7.0
Senator Raines Renominated.,7.0
Ito Likely to be Japanese Premier.,7.0
MRS. DR. WRIGHT DEAD.; Midwife Succumbs to /njuries Received in Resisting Arrest.,1.0
FREIGHT ON COAL TO LONDON.; Atlantic Transport Line Announces a Rate of One Guinea Per Ton.,9.0
LI A VIRTUAL PRISONER.; His Detention at Shanghai Said to Mean that Some Powers Do Not Want to Begin Peace Negotiations.,9.0
WOUNDED IN TIEN-TSIN FIGHT.,7.0
Bar Harbor's Social Season.,1.0
PEKING SEARCHED FOR BOXERS.,7.0
PREPARE FOR LONG CAMPAIGN.,7.0
New Peruvian Cabinet.,1.0
"MRS. OGDEN GOELET'S BALL; First Important Function Given at Ochre Court, Newport. Dinner for Young People Served Before Dancing Began -- Beautiful Decorations and Favors.",9.0
SOUTHERN ANTI-TRUST MOVE.; Grocers' Association Asks for Views Regarding Their Legality.,9.0
International Tennis Play.,1.0
"FIRST HUNT OF THE SEASON.; Newport Society Rides to Hounds, Followed by Locomobilists and Others.",9.0
Cincinnati's Scant Contributions.,7.0
Obituary 1 -- No Title,1.0
DRAWN TO PASSING TRAIN.; Suction Lifts Child from Platform and She Receives Severe Injuries.,9.0
Lieut. Crimmins Home at Stamford.,7.0
Article 5 -- No Title,7.0
OUTSIDE SECURITIES.,9.0
THE PABST HOTEL PORTICO.; Attorney Hyman Says He May Have Sued the Wrong Person -- Police Report Daily.,6.0
Iowa Middle-of-the-Roaders.,7.0
NEW KIND OF CUSTOMS OFFICER.; Prof. Beyer Made Inspector of Wild Animals at New Orleans.,9.0
RUSSIA INCREASES HER DUTIES.; Tariff Raised on Certain Articles for Revenue.,9.0
"MAY CUT COTTON MEN'S WAGES.; Plans Under Consideration to Reduce Pay of 25,000 Workmen.",9.0
Cuban Yellow Fever Statistics.,7.0
LIEUT. W.H. WALDRON WOUNDED.,7.0
Article 1 -- No Title,7.0
Front Page 2 -- No Title,7.0
IMAGINARY ILLS.; The Imagination Used to Cure Often-times with Great Success.,9.0
New York School Teacher Hurt.,7.0
"FIRE IN CABINET WORKS.; Flames Do $30,000 Damage on Quay Street, Brooklyn.",9.0
"INTERNATIONAL ARBITRATION.; Ex-Presidents, Harrison and Cleveland Asked to Join the Board.",5.0
City Island Yacht News.,1.0
COUSINS' NARROW ESCAPE.; The Misses Babcock Have a Trying Experience in the Surf at Babylon.,9.0
Congressman Needham Renominated.,7.0
THE AMERICA'S CUP.,6.0
OUTBREAK NEAR HONGKONG.,7.0
"KAISER OWES $700,000 REWARD.",7.0
Mr. Bennett's Yacht Launched.,1.0
Battle Painter on Waldersee's Staff.,7.0
THIRD CANDIDATE OR NEW PARTY?,1.0
LED BURGLAR OUT OF HOUSE.; But the Farmer Boy Thought Thief Was His Brother.,9.0
STRIKES IN GERMANY.; Report by United States Consul General at Frankfort.,9.0
More Troops Diverted to Manila.,7.0
TOPICS OF THE TIMES.,7.0
"REFUGEES REACH TIEN-TSIN.; The Misses Condit Smith, Woodward, and Paine Among Those Who Have Arrived There from Peking.",9.0
YESTERDAY'S BASEBALL GAMES; The New Yorks Won a Close Contest from Boston by One Run.,9.0
FINANCIAL ANNOUNCEMENTS.,1.0
TRANSFER OF LONG BEACH LAND.; Improvements Planned to Develop the Summer Resort.,9.0
ACTOR AFFECTED BY HEAT.; Mantell's Nephew Found Wandering in a Lonely Part of Montclair.,9.0
THE DELAY IN DISPATCHES.; Chaffee Has Received None Sent to Him by Gen. Corbin Recently -- Chinese Tampering with Messages?,9.0
Article 2 -- No Title,7.0
CAPT. FRANK CRENSHAW DEAD.; Succumbs to Wound Received in the Philippines After Charging Out- rageous Treatment.,1.0
Serious Fire in Wisconsin.,7.0
Viscount Mountgarret Dead.,7.0
"GERMANY'S PORTO RICO EXPORTS.; Increase of 5,200,000 Marks in 1899.",9.0
"SOUTH CAROLINA RESULTS.; Prohibition Nominee Will Have Lead of 10,000 -- Congressmen Will Succeed Themselves.",9.0
COLER AND THE BOSSES.,1.0
Senator Carter to Go with Roosevelt.,7.0
COURT ARRIVES AT TAI-YUEN.,7.0
